0.595
0.088
0.595
0.175
0.608
0.304
0.225
0.04
0.225
0.116
0.297
0.086
0.25
0.109
0.25
0.152
0.297
0.152
0.489
0.09
0.489
0.175
0.437
0.258
0.597
0.063
0.597
0.16
0.659
0.226
0.288
0.052
0.288
0.258
0.287
0.237
0.414
0.097
0.414
0.219
0.46
0.201
0.614
0.072
0.614
0.107
0.484
0.185
0.438
0.08
0.438
0.116
0.489
0.145
0.692
0.132
0.692
0.473
0.685
0.327
0.488
0.198
0.488
0.165
0.44
0.149
0.454
0.088
0.454
0.117
0.294
0.148
0.311
0.07
0.311
0.06
0.322
0.194
0.746
0.172
0.746
0.246
0.734
0.281
0.527
0.067
0.527
0.136
0.509
0.185
0.69
0.066
0.69
0.123
0.526
0.332
0.306
0.04
0.306
0.088
0.321
0.046
0.36
0.069
0.36
0.082
0.308
0.2
0.556
0.032
0.556
0.128
0.57
0.17
0.238
0.128
0.238
0.144
0.31
0.241
0.316
0.05
0.316
0.179
0.409
0.13
0.586
0.187
0.586
0.333
0.596
0.451
0.356
0.044
0.356
0.079
0.447
0.145
0.494
0.08
0.494
0.069
0.55
0.222
0.348
0.033
0.348
0.08
0.483
0.193
0.672
0.128
0.672
0.074
0.511
0.169
0.312
0.162
0.312
0.095
0.23
0.147
0.69
0.082
0.69
0.379
0.687
0.33
0.506
0.075
0.506
0.133
0.59
0.135
0.209
0.035
0.209
0.268
0.216
0.124
0.27
0.16
0.27
0.199
0.473
0.204
0.567
0.059
0.567
0.164
0.475
0.172
0.628
0.303
0.628
0.31
0.583
0.285
0.497
0.23
0.497
0.53
0.582
0.336
0.833
0.621
0.833
0.842
0.771
0.762
0.919
0.83
0.919
0.754
0.935
0.815
0.791
0.507
0.791
0.497
0.897
0.582
0.606
0.344
0.606
0.613
0.745
0.574
0.351
0.35
0.351
0.362
0.417
0.44
0.783
0.48
0.783
0.552
0.702
0.529
0.776
0.369
0.776
0.774
0.827
0.749
0.805
0.696
0.805
0.286
0.798
0.356
0.755
0.529
0.755
0.105
0.634
0.182
0.591
0.417
0.591
0.408
0.614
0.57
0.47
0.353
0.47
0.397
0.47
0.336
0.646
0.181
0.646
0.299
0.667
0.301
0.356
0.398
0.356
0.419
0.351
0.371
0.322
0.209
0.322
0.238
0.376
0.255
0.842
0.602
0.842
0.822
0.872
0.726
0.689
0.307
0.689
0.771
0.617
0.633
0.477
0.618
0.477
0.834
0.698
0.71
0.47
0.352
0.47
0.975
0.78
0.824
0.254
0.282
0.254
0.541
0.22
0.338
0.706
0.486
0.706
0.861
0.542
0.747
0.423
0.493
0.423
0.843
0.354
0.679
0.832
0.49
0.832
0.935
0.863
0.86
0.434
0.64
0.434
0.76
0.511
0.701
0.841
0.49
0.841
0.862
0.902
0.851
0.5
0.435
0.5
0.637
0.453
0.618
0.733
0.676
0.733
0.726
0.499
0.685
0.471
0.426
0.471
0.387
0.524
0.418
0.583
0.662
0.583
0.616
0.609
0.548
0.558
0.643
0.558
0.933
0.531
0.762
0.656
0.251
0.656
0.778
0.756
0.43
